species	vine	year	from_tip	from_base	count	base_vine	tip_vine	vine_year	px2_cm2	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15	x16	y16	x17	y17	x18	y18	x19	y19	x20	y20	x21	y21
Ampelopsis_brevipedunculata	588538	2016	7	1	7	1x588538	7x588538	588538x2016	80960.96293	6261	8896	6253	8937.334	6227.667	8912	6195.667	8869.334	6381	9070.666	6377	9042.666	6359.667	9061.334	6110.333	9301.334	6133	9281.334	6110.333	9278.666	5868	9087	5892	9085.666	5872	9065.666	6649	9260	6453	9448	6317	9340	6085	9728	5781	9772	6037	9184	5737	9404	5401	9272
Ampelopsis_brevipedunculata	588538	2015	3	7	9	7x588538	3x588538	588538x2015	80353.17	7217.334	4133.667	7229.5	4111	7207	4091	7179.5	4097.5	7347.333	4126.667	7321	4130.333	7333.333	4118.667	7400.666	3944.667	7387.25	3963.5	7380.75	3944.5	7199	3715.333	7202.334	3729.667	7178	3726.75	7646.334	4262.333	7815	3998.333	7528.75	3979	7835.667	3753.333	7990.75	3321.75	7383.666	3724.333	7388.333	3361.667	7042	2643
Ampelopsis_brevipedunculata	588538	2013	12	1	12	1x588538	12x588538	588538x2013	13948.005	845	3836.833	835	3827.5	841	3810.5	864.167	3803.333	792.417	3886.5	798.833	3882.417	789.167	3875.083	666.583	3760.083	677.167	3764.833	675.583	3754.667	777.25	3574.375	780.5	3584.625	792.125	3577.25	694	4096	365	3923.667	602	3851	307	3736	281	3504	740.667	3671	509.333	3361.667	656.667	3129
Ampelopsis_brevipedunculata	588538	2015	5	5	9	5x588538	5x588538	588538x2015	80353.17	6814	9508.5	6776	9491.5	6808.334	9466.333	6856.334	9454.333	6656.333	9589.333	6688	9577	6665	9567.75	6486.333	9329.667	6499.333	9336.333	6503	9311.667	6679.667	8802.667	6683	8830.333	6709.75	8813.5	6301	10261.667	5742.667	9829.333	6138	9542	5570	9100	5503.667	8357.667	6485	9065.5	6308	8077	6507	7268.5
Ampelopsis_brevipedunculata	588538	2013	9	4	12	4x588538	9x588538	588538x2013	13948.005	2619	3318.333	2612.333	3308.667	2613.667	3287.333	2633.667	3273.333	2516.75	3404.125	2528.75	3398.375	2517.875	3391.5	2324.75	3253.25	2337.75	3258.25	2336	3242.5	2366.25	2950.417	2370.25	2955.167	2377.583	2946.583	2269.667	3831.667	2011.667	3609	2024	3521	1842	3386	1601	2987	2327	3113	1923	2681	1925	2187
Ampelopsis_brevipedunculata	588538	2015	8	2	9	2x588538	8x588538	588538x2015	80353.17	3138	8348.667	3176.667	8313.333	3118	8305.333	3044.667	8320.667	3311	8362.333	3279.667	8359.667	3297.667	8343.666	3475.333	7992	3465.667	8011	3450.333	7990.333	2916	7803.5	2930	7834.5	2896.5	7830	3777	8743	4074.333	8251.667	3788.667	8133.667	4094.5	7554.5	3928.5	7161.5	3167	7970.333	3073.5	7099.5	2467.5	6714.5
Ampelopsis_brevipedunculata	588538	2016	2	6	7	6x588538	2x588538	588538x2016	80960.96293	2889	3727.333	2849	3751.333	2835.667	3726	2825	3688.667	2851.667	3839.333	2866.333	3819.333	2834.333	3823.333	2545	3951.667	2571.667	3940.667	2550.333	3916.333	2461	3712.667	2493	3723	2487.667	3691.333	2909	4334	2591	4388	2621	4094	2369	4336	1817	4360	2477	3844	1985	3940	1253	3568
Ampelopsis_brevipedunculata	588538	2017	6	4	9	4x588538	6x588538	588538x2017	80277.77778	6165	7352	6075	7284	6189	7282	6263	7276	5914	7312	5958	7312	5944	7284	5658	6874	5694	6896	5698	6866	6304	6457	6308	6489	6350	6483	5483	7773	4915	7037	4955	6981	4843	6725	4643	5853	5971	6653	5739	5505	5979	4681
Ampelopsis_brevipedunculata	588538	2017	7	3	9	3x588538	7x588538	588538x2017	80277.77778	2251	7822	2193	7794	2237	7746	2287	7712	1981	7980	2019	7956	1991	7944	1590	7627	1629	7636	1626	7600	2019	7096	2037	7129	2055	7105	1632	8649	1068	8241	1164	7941	672	7809	396	6765	1740	7305	1248	6825	1164	5505
Ampelopsis_brevipedunculata	588538	2013	7	6	12	6x588538	7x588538	588538x2013	13948.005	1175.667	3409.333	1170.667	3395.667	1152.667	3381.333	1124	3396	1273.75	3390	1263	3394.75	1264.5	3382.25	1328.25	3100.125	1325.75	3106.938	1318.312	3099.938	980.125	2980.125	984.875	2990.375	969.75	2991.625	1759	3446	1798	3017	1658	2986	1698	2708	1592	2298	1240	2992	1069	2497	569	2053
Ampelopsis_brevipedunculata	588538	2013	8	5	12	5x588538	8x588538	588538x2013	13948.005	2888.667	1374.667	2879.667	1362.333	2883	1342	2903	1323.667	2785.917	1492.833	2795.333	1487.167	2783.75	1479	2565.25	1355.667	2570.75	1358.042	2571	1342.792	2591	1007.667	2597.667	1015.667	2607.833	1002.167	2579	1893	2247	1749	2243	1701	2005	1546.333	1718.333	1155.667	2443	1123	2035	747	1981	201
Ampelopsis_brevipedunculata	588538	2016	6	2	7	2x588538	6x588538	588538x2016	80960.96293	5938	6187	5904	6211	5888	6173	5878	6121	5952	6411	5958	6377	5926	6395	5648	6457	5674	6439	5642	6425	5432	6173	5468	6181	5452	6143	6312	6865	5922	7033	5772	6715	5484	7039	5112	6829	5436	6367	4830	6463	4614	6085
Ampelopsis_brevipedunculata	588538	2017	4	6	9	6x588538	4x588538	588538x2017	80277.77778	7140	4140	7106	4108	7142	4102	7188	4102	6924	4112	6966	4124	6960	4100	6884	3882	6904	3904	6916	3886	7164	3679	7164	3711	7196	3699	6446	4243	6290	3871	6368	3847	6224	3577	6362	2965	6980	3613	6752	2983	7136	2052
Ampelopsis_brevipedunculata	588538	2016	1	7	7	7x588538	1x588538	588538x2016	80960.96293	3070.333	1665.667	3030.333	1683	3015.667	1661	3017	1622.333	3031.667	1751.667	3043.667	1735.667	3025	1737	2901	1775.667	2921	1763.667	2902.333	1751.667	2797	1650	2825	1654	2810.333	1622	3086	2000	2814	2072	2782	2028	2674	2048	2378	2060	2738	1788	2474	1796	1866	1684
Ampelopsis_brevipedunculata	588538	2015	4	6	9	6x588538	4x588538	588538x2015	80353.17	6991.5	6405.5	6990	6387.667	6963.667	6378.333	6924.334	6393	7111.75	6367.5	7084.25	6378.75	7092.167	6360.333	7242.667	5994	7229.334	6010.667	7222.667	5993	6794	5860.5	6800.5	5886.5	6774.25	5880.25	7642.75	6608.75	7869	6147.333	7406	6119	7662.25	5724	7682	5130.5	7050	5939.5	6999.334	5394.667	6585.75	4497
Ampelopsis_brevipedunculata	588538	2016	4	4	7	4x588538	4x588538	588538x2016	80960.96293	2727	9603	2704.333	9649.666	2695	9580.334	2684.333	9535	2728.333	9707	2732.333	9680.334	2708.333	9692.334	2401.667	9935	2416.333	9924.333	2389.667	9905.667	2082	9518	2124	9527	2115	9476	3176	10362	2552	10642	2472	10490	2176	10522	1528	10490	2224	9770	1448	9818	760	9362
Ampelopsis_brevipedunculata	588538	2013	6	7	12	7x588538	6x588538	588538x2013	13948.005	1343.833	1493.333	1348.5	1479.667	1329.833	1460.5	1298.333	1463.333	1385.75	1498.625	1373.25	1498.25	1380.125	1487.625	1575.125	1254.25	1568.708	1260.083	1565.375	1248.875	1265.917	1102.708	1266.792	1108.708	1251.917	1106.333	1808	1674	2018	1380	1666	1328	1978	1104	2120	678	1518	1124	1474.917	691.333	1252.667	136
Ampelopsis_brevipedunculata	588538	2016	5	3	7	3x588538	5x588538	588538x2016	80960.96293	6011	2718	5963	2766	5937	2714	5929	2648	6061	3040	6067	2996	6031	3020	5651	3273	5683	3237	5631	3237	5197	2641	5235	2653	5227	2615	6557	3264	6069	3800	5877	3480	5573	3936	4997	4048	5501	3000	4629	2976	4029	2352
Vitis_acerifolia	588324	2013	8	6	13	6x588324	8x588324	588324x2013	13948.005	2597.667	1481.667	2595.667	1466.333	2607	1447.333	2633.667	1463.667	2490	1506.667	2503.333	1507	2498	1497	2450.667	1306	2459.667	1318.333	2462.667	1306.333	2632.75	1073.5	2633.25	1087.25	2645	1079.75	2206	1780	1980.667	1384	2087.5	1363.5	1988.5	1106.5	2048	661.5	2378	876	2338	549	2416	428
Vitis_acerifolia	588442	2017	5	5	9	5x588442	5x588442	588442x2017	80277.77778	4033	8046	3943	7980	4027	7962	4111	7944	3787	8046	3853	8034	3817	7992	3523	7644	3553	7680	3565	7626	4009	7386	4009	7446	4051	7416	3365	8526	2629	7950	2757	7854	2525	7446	2733	6486	3141	6574	3189	6366	3941	5462
Vitis_acerifolia	318684	2015	13	2	14	2x318684	13x318684	318684x2015	80353.17	2418.5	4017.5	2452	3972	2393	3963	2344.333	3964	2586.5	3991.5	2569.667	3999.333	2571	3976.333	2694.667	3723	2686.333	3752	2665.333	3729.667	2489.5	3462	2487.5	3483.75	2446.333	3471.667	3009.833	4452.167	3578.5	3666	3490	3676.5	3640.667	3447.333	3332.5	2614.5	3123	2887	3103.333	2725	3052.667	2436.333
Vitis_acerifolia	1583	2017	2	4	5	4x1583	2x1583	1583x2017	80277.77778	4457	2868	4421	2840	4449	2788	4529	2772	4165	2992	4197	2980	4173	2960	4053	2656	4085	2684	4093	2648	4401	2334	4413	2406	4473	2388	3981	3462	3531	3144	3657	2934	3123	2556	3075	1794	3843	2058	3855	1506	4407	942
Vitis_acerifolia	318684	2016	8	4	11	4x318684	8x318684	318684x2016	56227.31713	1829.667	7982.333	1801.667	7895.667	1849.667	7933	1897.667	7957	1632.333	7903.667	1657.667	7910.333	1652.333	7883.667	1617.667	7589	1628.333	7621	1652.333	7598.333	1948.333	7347.667	1945.667	7375.667	1979	7369	1144	8312	744	7552	944	7560	888	7032	1288	6400	1560	6752	1624	6464	2064	5976
Vitis_acerifolia	588325	2013	4	9	12	9x588325	4x588325	588325x2013	13948.005	2838	3290.667	2842	3276.667	2823.333	3268	2808.667	3251.333	2939	3294.333	2923.333	3300	2926.333	3286.333	3002.5	3123.5	2996	3134.5	2988.5	3124.25	2852.75	3010	2854.25	3023	2840.25	3016.75	3319	3482.333	3472.25	3074.5	3374	3081	3451.5	2888	3336.75	2477	3099	2640	3070.5	2542	2603.333	2529.667
Vitis_acerifolia	588448	2017	1	9	9	9x588448	1x588448	588448x2017	80277.77778	7391.333	2177.333	7394	2136	7418	2124	7443.333	2122.667	7316.667	2104	7348.667	2130.667	7347.333	2101.333	7340.667	2018.667	7350	2042.667	7367.333	2029.333	7431.333	1969.333	7423.333	2009.333	7459.333	2001.333	7041	2098	7050	1822	7101	1864	7095	1774	7293	1456	7341	1669	7398	1537	7683	1152
Vitis_acerifolia	588442	2013	12	3	14	3x588442	12x588442	588442x2013	13948.005	1057	1251	1067	1233	1041	1225	1013	1225	1191	1222.5	1173	1227.5	1172.5	1213.5	1224.5	1055	1219.5	1065	1210.5	1054	1043.667	976.333	1046.667	992.667	1026.667	982.667	1491	1351	1671	998	1602.333	1018	1640	825	1496	539	1364	633	1318	467	963.667	191.333
Vitis_acerifolia	588378	2017	4	4	7	4x588378	4x588378	588378x2017	80277.77778	6773	5912	6685	5852	6789	5840	6857	5824	6385	5924	6441	5920	6417	5888	6301	5492	6333	5532	6345	5500	6713	5116	6717	5164	6773	5156	5973	6508	5285	5788	5405	5612	5293	4916	5757	4004	6101	4364	6253	4100	7037	3708
Vitis_acerifolia	588459	2013	5	10	14	10x588459	5x588459	588459x2013	13948.005	3061.333	3759	3048.333	3748.667	3033.667	3762	3024.333	3785.667	3087.333	3669.667	3085.5	3683.667	3075.333	3675.5	3010.5	3590.75	3014.5	3601.625	3001.5	3600.5	2866.125	3658.875	2877.5	3664.75	2865.625	3675.625	3400	3557.667	3291.333	3250.333	3216	3330.333	3119.667	3108.333	2692	2971	2699	3204	2521	3133	2097	3364
Vitis_acerifolia	318684	2015	7	8	14	8x318684	7x318684	318684x2015	80353.17	2956	7622.667	2949.333	7598	2891	7572.667	2845.667	7618	3490	7266.667	3471.667	7275.667	3472	7251.333	2945	7033.333	2949	7062.667	2912.667	7055.333	2250.75	6706.75	2268.5	6721.25	2236.25	6743.75	4145	7535.5	4600.333	6585	4270.667	6603.667	4004.5	5731	2561.5	4354.5	2360.333	5056.667	1919	4741.5	262.5	4874
Vitis_acerifolia	588141	2015	14	1	14	1x588141	14x588141	588141x2015	80353.17	2181.5	9708	2189	9692	2222.5	9688	2259	9689.5	2096	9709.5	2107	9711	2104.5	9695.5	2088	9547.5	2091.5	9558	2108	9548	2245	9356.5	2242.5	9367.5	2264.5	9366	1767	9874	1682	9584	1718	9551	1678	9364	1864	9013	2019	9082	2078	8967	2280	8873
Vitis_acerifolia	588144	2016	2	9	10	9x588144	2x588144	588144x2016	56227.31713	4425	1535	4403	1475	4443	1496	4484	1506	4351	1482	4372	1493	4369	1474	4326	1349	4335	1372	4350	1360	4471	1254	4466	1274	4494	1273	3989	1536	3897	1232	4001	1248	3953	1060	4125	732	4233	928	4261	792	4297	444
Vitis_acerifolia	588393	2017	1	7	7	7x588393	1x588393	588393x2017	80277.77778	7377	1918	7355	1878	7391	1866	7437	1862	7277	1900	7325	1914	7305	1878	7249	1756	7269	1784	7293	1752	7405	1648	7395	1686	7449	1666	7097	2010	6959	1804	7001	1812	6933	1612	7033	1284	7121	1380	7163	1266	7371	912
Vitis_acerifolia	588459	2015	12	1	12	1x588459	12x588459	588459x2015	80353.17	2381	9602	2331	9598.667	2329.667	9561.333	2371	9534	2285.5	9681.5	2307.5	9667	2286.5	9654.5	1958	9602.5	1977	9613.5	1977.5	9590.5	1976	9257	1989.5	9274.5	2001.5	9249.5	2305	10131	1434	10177	1571.667	10023	1130	9894	944.333	9133.667	1372.667	9247.333	1265.667	8981.667	1381.333	8472.667
Vitis_acerifolia	588325	2015	2	8	9	8x588325	2x588325	588325x2015	80353.17	7217	4008	7200	3983	7169	3975	7132	3982	7363	3939	7349	3955.667	7341.667	3931	7378.333	3666.667	7371.667	3683.333	7356.667	3669.333	7104.333	3546.667	7108	3566	7075.667	3561	7960	4028	8103.667	3388.667	7917.334	3450.333	7988	3202	7654.667	2662	7532	2954	7454	2766	7218.333	2139
Vitis_acerifolia	588393	2015	5	7	11	7x588393	5x588393	588393x2015	80353.17	6885	10481.5	6865	10458	6899	10425	6937.5	10396	6774	10621.5	6793	10602.17	6770.667	10597.33	6428.333	10412.17	6448	10420.83	6446	10398	6558.25	9933.5	6567	9953.5	6590.75	9935.5	6698	11449	5746	11133	5724	10857	5436	10731	5124	9637	5553	9730	5559	9424	5835	8519
Vitis_acerifolia	588459	2017	1	11	11	11x588459	1x588459	588459x2017	80277.77778	7172	1537	7151	1499	7191	1495	7216	1493	7120	1506	7150	1526	7143	1496	7112	1423	7135	1464	7139	1441	7181	1435	7184	1464	7201	1452	6964	1581	6906	1375	6940	1371	6940	1313	7038	1001	7054	1153	7076	1071	7122	740
Vitis_acerifolia	588442	2013	11	4	14	4x588442	11x588442	588442x2013	13948.005	1924.5	4341	1905.5	4327	1936	4318.5	1960.5	4312	1768.5	4358.5	1782	4363	1777	4352	1752.25	4228	1757.75	4234.25	1761	4225	1872.333	4044	1872.667	4058.667	1889	4044	1561	4574	1168.667	4312.333	1254	4291	1164	4024	1409.333	3583.333	1513.333	3742	1550.667	3590	1834	3219
Vitis_acerifolia	588378	2013	12	6	17	6x588378	12x588378	588378x2013	13948.005	844	1288	850	1267	809	1273	782	1271	965	1259	943.667	1267	944.333	1249.667	949	1031	949.5	1048	930	1036	717.667	924.667	724.667	943	706.333	941.333	1420	1391	1412	815	1296	843	1272	625	878	296	854	592	698	378	362	378
Vitis_acerifolia	1583	2013	17	1	17	1x1583	17x1583	1583x2013	13948.005	1295.667	4520.917	1294.917	4515.25	1307.25	4514	1320.833	4510.333	1280.312	4523.438	1283.5	4523.5	1282.312	4517.875	1262.583	4489.083	1265.667	4493.083	1267.667	4487.833	1283.188	4453.375	1284.312	4456.625	1288.188	4453.625	1232.5	4554.5	1202.167	4522	1206	4511.833	1190.5	4478.667	1203.667	4428.833	1221.167	4420.167	1230	4404.5	1254.333	4385
Vitis_acerifolia	588325	2013	10	3	12	3x588325	10x588325	588325x2013	13948.005	745	798	749.5	781.5	739	769	722	764.5	861	803.5	845.5	804	849	794.5	849	659.5	845	671	836.5	662.5	755.667	511.333	757	524.167	749.333	517.667	1195.333	873.333	1210.5	558.5	1124.5	565.5	1150	436.5	1008.667	210.667	889	341.5	827.5	219	690	185
Vitis_acerifolia	588325	2017	1	9	9	9x588325	1x588325	588325x2017	80277.77778	7558.667	2493.333	7537.333	2460	7573.333	2442.667	7614.667	2436	7398.667	2441.333	7429.333	2456	7429.333	2429.333	7376	2253.333	7397.333	2276	7405.333	2249.333	7541.333	2072	7540	2102.667	7576	2092	7012	2549	6856	2209	6948	2209	6852	2029	6936	1469	7192	1733	7184	1485	7756	920
Vitis_acerifolia	588393	2013	6	6	11	6x588393	6x588393	588393x2013	13948.005	1946	1054	1941	1041.667	1963	1038.333	1982.667	1037.667	1842.75	1072	1852.5	1071.25	1850.5	1062.25	1818.167	925.167	1824.333	932.667	1827	922.333	1956.25	812.5	1957.75	829.5	1971.75	821.25	1631.5	1213.5	1494	972	1535	945.667	1490	785	1578	464	1726	568	1742	468	1994	220
Vitis_acerifolia	588448	2017	3	7	9	7x588448	3x588448	588448x2017	80277.77778	2884	2486	2828	2426	2872	2410	2936	2400	2734	2434	2776	2444	2750	2398	2682	2344	2712	2356	2712	2324	2858	2028	2858	2044	2886	2042	2178	2914	1740	2224	1914	2230	1752	1948	1902	1042	2304	1402	2304	1114	2604	348
Vitis_acerifolia	588646	2013	12	2	13	2x588646	12x588646	588646x2013	13948.005	952.25	3720.25	947.25	3710.25	954.5	3700.5	970.25	3694.25	872	3733.25	880.5	3733.333	876.5	3723.917	811.125	3602.125	816.75	3610.25	820.875	3600.062	876.417	3461.417	879.417	3470.583	889.333	3462.5	590	3879	478	3616.333	584	3615.667	477.333	3465	542.667	3233.667	674.667	3320.333	692.667	3201.667	824.667	3058.667
Vitis_acerifolia	588646	2017	6	5	10	5x588646	6x588646	588646x2017	80277.77778	5853	10188	5817	10131	5910	10113	5985	10101	5292	10257	5373	10254	5346	10209	5298	9687	5325	9717	5352	9669	5841	8835	5853	8889	5895	8853	4003	11010	3607	10050	4015	9942	3655	9090	3763	8226	4675	8190	4651	7494	5803	7254
Vitis_acerifolia	588378	2013	16	2	17	2x588378	16x588378	588378x2013	13948.005	1136.25	1369.5	1137.25	1357	1124	1363.75	1101.5	1373.5	1177.75	1356.625	1170.375	1361.5	1169.375	1354.875	1160.167	1287.5	1162.167	1296.5	1151.333	1292.167	1072.375	1244.375	1077.25	1251.25	1064.25	1249.375	1326	1410	1317.667	1274.333	1293.667	1256	1272.333	1174.667	1173.333	1093	1127.333	1126.333	1074	1091	977	1080
Vitis_acerifolia	588459	2013	6	9	14	9x588459	6x588459	588459x2013	13948.005	1976.75	879.5	1958.75	877.75	1952	866	1960.25	843.25	1936.5	992.5	1942	981.25	1929.25	979.75	1763.375	971.625	1773.5	967.875	1765.5	958.5	1695.125	781.5	1701.375	784.75	1703.5	772.75	2106	1319	1675	1498	1692.333	1387.667	1475	1426.333	1015	1117	1177	1008	1009	866	861	446
Vitis_acerifolia	588324	2016	11	1	11	1x588324	11x588324	588324x2016	56227.31713	1881.667	8856.333	1872.333	8849.667	1897.667	8847	1920.333	8844.333	1813.667	8872.333	1831	8877.667	1827	8864.333	1788.333	8736.333	1795	8751	1807	8737.667	1865.667	8603	1868.333	8619	1883	8612.334	1725	8983	1575	8776	1575	8716	1560	8635	1665	8512	1710	8503	1734	8479	1854	8416
Vitis_acerifolia	588448	2013	14	1	14	1x588448	14x588448	588448x2013	13948.005	553.333	4506	536.667	4498.667	542.667	4482	559.333	4463.333	522.167	4554.833	532.833	4551	519	4547.333	422.5	4489.5	437	4497	438	4485.5	422.5	4338.5	425	4347	434	4335.5	427.667	4806.333	218	4643	249	4601	174	4554	173.333	4329	316	4355.667	281.333	4233	344	4118.333
Vitis_acerifolia	588448	2017	5	5	9	5x588448	5x588448	588448x2017	80277.77778	2469	6470	2419	6416	2479	6382	2543	6362	2279	6520	2325	6514	2307	6476	2147	6214	2177	6236	2179	6200	2505	5839	2509	5869	2543	5853	1682	7267	830	6295	1034	6259	866	5899	1454	4639	1670	4903	1634	4747	2186	3751
Vitis_acerifolia	588144	2013	12	1	12	1x588144	12x588144	588144x2013	13948.005	1197.667	3347	1197.667	3335	1179.333	3327	1160	3325.333	1246.667	3344.333	1231	3347.333	1236.667	3335.667	1275	3257.667	1268.667	3265.667	1264.667	3256	1193	3169	1193	3179	1182	3174.667	1505	3432	1551	3218	1497	3213	1512	3134	1400	2976	1316	3043	1282	2978	1158	2920
Vitis_acerifolia	588459	2015	3	10	12	10x588459	3x588459	588459x2015	80353.17	7195.667	4569	7181.667	4549	7202	4520.333	7247.333	4495.333	7049.333	4575	7070	4577.667	7063.25	4554.75	6940	4394.25	6956.75	4405	6961.25	4379.5	7093.667	4203	7102	4225.667	7128.667	4202.333	6889	5028.333	6318.333	4672	6504.333	4654.333	6234	4503	6093	3820	6471	3991.667	6342	3810.667	6511.333	2932.333
Vitis_acerifolia	318684	2013	2	10	11	10x318684	2x318684	318684x2013	13948.005	3064.667	1112.667	3068.333	1102.667	3080	1094.333	3098.667	1094	3025.667	1099.333	3037	1107.667	3040.333	1092	3023	1027.75	3026	1037.25	3037.75	1027.75	3083	969.833	3081.167	981.667	3096.5	975.833	2913.333	1198.333	2810	1005	2857.333	1021.667	2829.333	917.667	2874	707.333	2909	802.667	2933.667	739.667	3050	525.333
Vitis_acerifolia	588144	2015	5	8	12	8x588144	5x588144	588144x2015	80353.17	2681.333	3266	2676.667	3220.667	2734	3202	2795.667	3188.667	2458	3309.333	2490.667	3312.667	2476.667	3282	2186.5	2892	2201	2904.5	2209.5	2878.5	2589	2570.5	2594.5	2588.5	2621.5	2573	1624	4039	1020	3064	1263	3001	1042	2677.333	1209.667	1717.333	1703	1848	1676	1541	1783	898
Vitis_acerifolia	588448	2013	9	6	14	6x588448	9x588448	588448x2013	13948.005	2756	3002	2735	2986	2734	2964	2758	2949	2692	3066	2708.5	3061	2687	3051	2577	2982	2597.5	2982	2586	2968	2503.167	2732	2511.833	2739.5	2517.167	2724.5	2675	3508	2181.333	3393	2222.667	3306.333	2100	3290.333	1760	2771	1940	2729	1895.667	2620.333	1690	2223
Vitis_acerifolia	588378	2016	12	1	12	1x588378	12x588378	588378x2016	80960.96293	6830.333	7780.667	6809	7786	6842.333	7735.333	6845	7703.333	6802.333	7863.333	6810.333	7846	6795.667	7847.333	6599.667	7870	6618.333	7867.333	6602.333	7856.667	6554.333	7691.333	6573	7699.333	6573	7678	6794	8131	6514	8155	6510	8103	6406	8091	6250	7975	6346	7871	6250	7807	6218	7683
Vitis_acerifolia	588448	2013	7	8	14	8x588448	7x588448	588448x2013	13948.005	1113.333	3152.333	1089.333	3146.333	1087.333	3120.333	1114.667	3109.667	1032	3240	1045	3235	1030	3231	939	3116.75	950.25	3120.25	949	3105.5	931	2888	939.667	2896.333	947.667	2881	1006	3718	441	3507	513	3431	349	3331	196	2749	405	2757	420	2616	351	2292
